laptop_ID,Company,Product,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price_euros,Cpu_Company,Memory_Amount,Memory_Type,SSD
461,Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,AMD Radeon 530,Windows 10,2.36,979.0,Intel,1152,SSD + HDD,1
462,Dell,Inspiron 3168,2 in 1 Convertible,11.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,Intel HD Graphics 405,Windows 10,1.47,479.0,Intel,500,HDD,0
463,Dell,Alienware 17,Notebook,17.3,Intel Core i7 7700HQ 2.7GHz,8GB,Nvidia GeForce GTX 1060,Windows 10,4.42,2046.0,Intel,1024,HDD,0
464,Microsoft,Surface Laptop,Ultrabook,13.5,Intel Core M m3-7Y30 2.2GHz,4GB,Intel HD Graphics 615,Windows 10 S,1.252,989.0,Intel,128,SSD,1
465,Microsoft,Surface Laptop,Ultrabook,13.5,Intel Core i7 7660U 2.5GHz,8GB,Intel Iris Plus Graphics 640,Windows 10 S,1.25,1799.0,Intel,256,SSD,1
466,HP,17-BS092ND (i3-6006U/8GB/256GB/W10),Notebook,17.3,Intel Core i3 6006U 2GHz,8GB,Intel HD Graphics 520,Windows 10,2.5,639.9,Intel,256,SSD,1
467,Acer,Aspire E5-576G,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Nvidia GeForce 940MX,Windows 10,2.23,544.0,Intel,1024,HDD,0
468,Acer,TravelMate B,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,Windows 10,1.4,435.0,Intel,128,SSD,1
469,Asus,Pro P2540UA-AB51,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,2.37,749.0,Intel,1024,HDD,0
470,Lenovo,IdeaPad 510s-14IKB,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8GB,AMD Radeon R7 M460,No OS,1.5,799.0,Intel,512,SSD,1
471,Lenovo,Thinkpad P51,Notebook,15.6,Intel Core i7 7820HQ 2.9GHz,8GB,Nvidia Quadro M2200M,Windows 10,2.67,2090.0,Intel,256,SSD,1
472,Asus,X541NA-PD1003Y (N4200/4GB/500GB/W10),Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,Intel HD Graphics 500,Windows 10,2.0,304.0,Intel,500,HDD,0
473,Acer,Aspire 5,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Nvidia GeForce GTX 940MX,Windows 10,2.2,469.0,Intel,500,HDD,0
474,Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,AMD Radeon 530,Windows 10,2.02,759.0,Intel,2048,HDD,0
475,HP,Omen 17-an006nv,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12GB,Nvidia GeForce GTX 1060,Windows 10,3.78,1699.0,Intel,1024,HDD,0
476,Lenovo,Thinkpad T460s,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,12GB,Intel HD Graphics 520,Windows 10,1.4,1858.0,Intel,256,SSD,1
477,HP,Spectre x360,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,1.29,1999.0,Intel,512,SSD,1
478,HP,ZBook 15u,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,AMD FirePro W4190M ,Windows 10,1.9,1154.0,Intel,500,HDD,0
479,Google,Pixelbook (Core,Ultrabook,12.3,Intel Core i5 7Y57 1.2GHz,8GB,Intel HD Graphics 615,Chrome OS,1.1,1275.0,Intel,128,SSD,1
480,Dell,Latitude 7390,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,Windows 10,1.42,1841.85,Intel,256,SSD,1
481,Asus,ZenBook Pro,Notebook,15.6,Intel Core i7 6700HQ 2.6GHz,12GB,Intel HD Graphics 530,Windows 10,2.06,1299.0,Intel,1152,SSD + HDD,1
482,Dell,Latitude E5470,Notebook,14.0,Intel Core i3 6100U 2.3GHz,8GB,Intel HD Graphics 520,Windows 10,1.79,740.0,Intel,128,SSD,1
483,Dell,Precision M5520,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia Quadro M1200,Windows 10,1.78,2408.0,Intel,256,SSD,1
484,Lenovo,Thinkpad T470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.7,1364.0,Intel,180,SSD,1
485,Dell,Inspiron 3576,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,AMD Radeon 520,Windows 10,2.2,675.0,Intel,1024,HDD,0
486,Toshiba,Portege X30-D-10J,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.05,1672.0,Intel,256,SSD,1
487,Dell,Inspiron 7570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,Nvidia GeForce 940MX,Windows 10,2.16,1262.0,Intel,512,SSD,1
488,Dell,Vostro 3568,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,Windows 10,2.18,586.6,Intel,1024,HDD,0
489,HP,ProBook 430,Notebook,13.3,Intel Core i5 8250U 1.6GHz,4GB,Intel UHD Graphics 620,Windows 10,1.49,726.0,Intel,128,SSD,1
490,Chuwi,"Lapbook 15,6",Notebook,15.6,Intel Atom x5-Z8350 1.44GHz,4GB,Intel HD Graphics,Windows 10,1.89,248.9,Intel,64,Flash,0
491,Lenovo,ThinkPad E570,Notebook,15.6,Intel Core i3 6006U 2.0GHz,4GB,Intel HD Graphics 520,Windows 10,2.3,565.0,Intel,128,SSD,1
492,Lenovo,ThinkPad E480,Notebook,14.0,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,Windows 10,1.75,1049.0,Intel,256,SSD,1
493,Dell,Precision 3520,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,16GB,Nvidia Quadro M620,Windows 10,2.17,2338.0,Intel,512,SSD,1
494,Dell,XPS 15,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050,Windows 10,2.06,1899.0,Intel,512,SSD,1
495,Lenovo,Thinkpad X270,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,Windows 10,1.36,1798.0,Intel,512,SSD,1
496,Asus,Zenbook UX390UA,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,Windows 10,0.91,1950.0,Intel,512,SSD,1
497,Lenovo,Thinkpad E570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce 940MX,Windows 10,2.3,1011.99,Intel,256,SSD,1
498,Toshiba,Portege X30-D-10L,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,32GB,Intel HD Graphics 620,Windows 10,1.05,2799.0,Intel,512,SSD,1
499,Asus,VivoBook Pro,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,1.99,1350.0,Intel,1152,SSD + HDD,1
500,Acer,Aspire 5,Notebook,15.6,AMD A10-Series 9620P 2.5GHz,8GB,AMD Radeon RX 540,Windows 10,2.2,579.0,AMD,1024,HDD,0
501,Asus,Rog G752VL-UH71T,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,24GB,Nvidia GeForce GTX 965M,Windows 10,4.33,1269.0,Intel,1280,SSD + HDD,1
502,Lenovo,Thinkpad X260,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,Windows 10,1.3,1099.0,Intel,180,SSD,1
503,Lenovo,Ideapad 520-15IKBR,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,2.17,898.9,Intel,256,SSD,1
504,HP,EliteBook 840,Notebook,14.0,Intel Core i7 7600U 2.8GHz,8GB,Intel HD Graphics 620,Windows 10,1.48,1749.0,Intel,1024,SSD,1
505,Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i3 7100U 2.4GHz,8GB,Intel HD Graphics 620,Windows 10,1.4,949.0,Intel,256,SSD,1
506,Lenovo,ThinkPad L570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,2.3,911.0,Intel,256,SSD,1
507,Asus,VivoBook E201NA,Netbook,11.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,Windows 10 S,1.2,340.0,Intel,64,Flash,0
508,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,AMD Radeon 520,Windows 10,1.91,618.99,Intel,256,SSD,1
509,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,Windows 10,1.4,1599.0,Intel,256,SSD,1
510,Lenovo,IdeaPad 320-14IAP,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,Windows 10,2.1,299.0,Intel,500,HDD,0
511,Lenovo,Chromebook N23,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,Chrome OS,1.25,265.0,Intel,16,SSD,1
512,Lenovo,ThinkPad 13,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.44,949.0,Intel,256,SSD,1
513,Asus,ZenBook UX510UX-CN211T,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,2.0,1224.0,Intel,1280,SSD + HDD,1
514,Acer,Aspire A515-51G-59QF,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4GB,Nvidia GeForce MX150,Windows 10,2.2,613.0,Intel,1024,HDD,0
515,HP,Envy 13-AB002nv,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.34,1323.0,Intel,512,SSD,1
516,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1060,No OS,2.4,1149.0,Intel,1280,SSD + HDD,1
517,Dell,XPS 13,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.29,899.0,Intel,128,SSD,1
518,Acer,Aspire A515-51G,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4GB,Nvidia GeForce 940MX,Windows 10,2.2,639.0,Intel,500,HDD,0
519,Dell,Vostro 5568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,2.18,836.0,Intel,1024,HDD,0
520,Dell,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16GB,AMD Radeon 530,Windows 10,2.2,1219.24,Intel,2304,SSD + HDD,1
521,Xiaomi,Mi Notebook,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16GB,Nvidia GeForce MX150,No OS,1.95,1399.95,Intel,256,SSD,1
522,Asus,VivoBook E12,Netbook,11.6,Intel Celeron Dual Core N3350 1.1GHz,2GB,Intel HD Graphics 500,Windows 10,1.1,245.0,Intel,32,Flash,0
523,HP,15-bs190od (i5-8250U/4GB/1TB/W10),Notebook,15.6,Intel Core i5 8250U 1.6GHz,4GB,Intel UHD Graphics 620,Windows 10,2.04,521.47,Intel,1024,HDD,0
524,Asus,ROG Zephyrus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,24GB,Nvidia GeForce GTX1080,Windows 10,2.24,2968.0,Intel,512,SSD,1
525,HP,Probook 450,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Nvidia GeForce 930MX,Windows 10,2.04,889.0,Intel,256,SSD,1
526,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX1050 Ti,Windows 10,3.0,1504.0,Intel,1280,SSD + HDD,1
527,Lenovo,Legion Y720-15IKB,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia GeForce GTX 1060,Windows 10,3.2,1399.0,Intel,1280,SSD + HDD,1
528,HP,Spectre X360,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.32,1399.0,Intel,256,SSD,1
529,Dell,Latitude 5480,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8GB,Intel HD Graphics 620,Windows 10,1.64,1279.73,Intel,256,SSD,1
530,HP,ProBook 440,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,Windows 10,1.63,689.0,Intel,128,SSD,1
531,Dell,Inspiron 5770,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8GB,AMD Radeon 530,Linux,2.8,889.0,Intel,1152,SSD + HDD,1
532,Lenovo,ThinkPad L470,Notebook,14.0,Intel Core i5 6200U 2.3GHz,8GB,Intel HD Graphics 520,Windows 7,2.02,1340.0,Intel,256,SSD,1
533,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4GB,Nvidia GeForce 920MX,Windows 10,2.2,799.0,Intel,1024,HDD,0
534,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,8GB,Nvidia GeForce 920MX ,No OS,2.2,459.0,Intel,2048,HDD,0
535,Dell,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4GB,AMD Radeon R5 M430,Windows 10,2.3,585.0,Intel,500,HDD,0
536,Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7440HQ 2.8GHz,8GB,Intel HD Graphics 620,Windows 10,1.9,1377.0,Intel,256,SSD,1
537,Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,Windows 10,4.42,3012.77,Intel,1152,SSD + HDD,1
538,Toshiba,Satellite Pro,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,2.0,860.0,Intel,500,HDD,0
539,Asus,Zenbook UX510UW-FI095T,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce GTX 960M,Windows 10,2.0,1299.0,Intel,1280,SSD + HDD,1
540,Mediacom,SmartBook Edge,Notebook,13.3,Intel Celeron Quad Core N3450 1.1GHz,4GB,Intel HD Graphics 500,Windows 10,1.2,369.0,Intel,32,SSD,1
541,Asus,ROG Strix,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1060,Windows 10,2.3,1649.0,Intel,1152,SSD + HDD,1
542,Dell,Latitude 5580,Notebook,15.6,Intel Core i7 7600U 2.8GHz,8GB,Nvidia GeForce 930MX,Windows 10,1.93,1369.0,Intel,256,SSD,1
543,Dell,Inspiron 5570,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8GB,AMD Radeon 530,Windows 10,2.2,797.41,Intel,256,SSD,1
544,HP,250 G6,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4GB,Intel HD Graphics 405,Windows 10,1.86,398.99,Intel,256,SSD,1
545,HP,Omen 15-ce006nv,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12GB,Nvidia GeForce GTX 1060,Windows 10,2.62,1799.0,Intel,1024,HDD,0
546,Lenovo,Thinkpad E470,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 940MX,Windows 10,1.87,859.0,Intel,256,SSD,1
547,Dell,XPS 13,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8GB,Intel UHD Graphics 620,Windows 10,1.2,1399.0,Intel,256,SSD,1
548,Dell,Vostro 5468,Notebook,14.0,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,Windows 10,1.6,735.87,Intel,128,SSD,1
549,HP,Envy 13-AB020nr,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.34,1145.0,Intel,256,SSD,1
550,Acer,Aspire 7,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,Linux,2.4,798.0,Intel,1024,HDD,0
551,Asus,VivoBook X540YA-XX519T,Notebook,15.6,AMD E-Series 7110 1.8GHz,4GB,AMD Radeon R2 Graphics,Windows 10,2.0,349.0,AMD,500,HDD,0
552,HP,ProBook 450,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,Windows 10,2.1,705.5,Intel,128,SSD,1
553,Lenovo,ThinkPad E470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,Windows 10,1.87,785.0,Intel,500,HDD,0
554,Lenovo,V310-15ISK (i5-6200U/4GB/1TB/FHD/No,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4GB,Intel HD Graphics 520,No OS,2.15,462.35,Intel,1024,HDD,0
555,HP,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,Windows 10,1.86,397.0,Intel,500,HDD,0
556,Lenovo,ThinkPad T570,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.99,1729.0,Intel,512,SSD,1
557,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,Windows 10,2.2,499.0,Intel,128,SSD,1
558,Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.9,1116.99,Intel,256,SSD,1
559,Dell,Alienware 17,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1070,Windows 10,4.42,2699.0,Intel,1280,SSD + HDD,1
560,HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,Intel Core i3 6006U 2GHz,8GB,Intel HD Graphics 520,Windows 10,2.65,544.15,Intel,1024,HDD,0
561,HP,ProBook 470,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8GB,Nvidia GeForce 930MX,Windows 10,2.63,1280.0,Intel,1024,HDD,0
562,Asus,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4GB,Intel HD Graphics 500,Linux,2.0,224.0,Intel,500,HDD,0
563,Mediacom,SmartBook 130,Notebook,13.3,Intel Atom x5-Z8350 1.44GHz,4GB,Intel HD Graphics,Windows 10,1.35,255.0,Intel,32,Flash,0
564,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i7 7500U 2.7GHz,6GB,Nvidia GeForce 940MX,Windows 10,2.8,949.0,Intel,1152,SSD + HDD,1
565,HP,15-bw007nv (A10-9620P/6GB/128GB/Radeon,Notebook,15.6,AMD A10-Series A10-9620P 2.5GHz,6GB,AMD Radeon 530,Windows 10,1.91,568.9,AMD,128,SSD,1
566,Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,AMD Radeon R5 M420,Windows 10,2.18,617.9,Intel,1024,HDD,0
567,Acer,Spin SP111-31,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 2.0GHz,4GB,Intel HD Graphics 500,Windows 10,1.25,349.0,Intel,32,Flash,0
568,Lenovo,V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),Notebook,15.6,Intel Core i3 7130U 2.7GHz,4GB,Intel HD Graphics 620,Windows 10,2.05,630.0,Intel,128,SSD,1
569,HP,EliteBook 1030,Ultrabook,13.3,Intel Core M 6Y75 1.2GHz,16GB,Intel HD Graphics 515,Windows 10,1.16,1965.0,Intel,512,SSD,1
570,Lenovo,Thinkpad P71,Notebook,17.3,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia Quadro M620M,Windows 10,3.4,2999.0,Intel,256,SSD,1
571,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1050,Windows 10,2.5,839.0,Intel,1152,SSD + HDD,1
572,Dell,XPS 13,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8GB,Intel UHD Graphics 620,Windows 10,1.21,1599.0,Intel,128,SSD,1
573,Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U 2.6GHz,4GB,Intel HD Graphics 620,Windows 10,1.93,959.0,Intel,500,HDD,0
574,Fujitsu,Lifebook A557,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,2.2,739.0,Intel,1024,HDD,0
575,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4GB,Intel HD Graphics 505,Windows 10,2.2,344.0,Intel,500,HDD,0
576,Lenovo,ThinkPad L470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4GB,Intel HD Graphics 620,Windows 10,2.02,990.0,Intel,500,HDD,0
577,HP,ZBook 17,Workstation,17.3,Intel Core i5 7440HQ 2.8GHz,8GB,Nvidia Quadro M1200,Windows 10,3.14,1860.99,Intel,500,HDD,0
578,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,Intel Pentium Quad Core N3710 1.6GHz,8GB,Intel HD Graphics 405,Windows 10,1.94,389.0,Intel,2048,HDD,0
579,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,AMD A9-Series A9-9420 3GHz,6GB,AMD Radeon 530,Windows 10,1.95,649.0,AMD,256,SSD,1
580,Lenovo,Thinkpad E570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,2.3,830.0,Intel,256,SSD,1
581,Lenovo,V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),Notebook,15.6,Intel Core i5 8250U 1.6GHz,4GB,Intel HD Graphics 620,Windows 10,2.05,685.0,Intel,500,HDD,0
582,Mediacom,SmartBook 141,Notebook,14.0,Intel Atom x5-Z8350 1.44GHz,4GB,Intel HD Graphics,Windows 10,1.4,249.0,Intel,32,SSD,1
583,Toshiba,Tecra X40-D-10H,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16GB,Intel HD Graphics 620,Windows 10,1.24,1865.0,Intel,512,SSD,1
584,Lenovo,IdeaPad Y910-17ISK,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,32GB,Nvidia GeForce GTX 1070,Windows 10,4.6,2663.0,Intel,1280,SSD + HDD,1
585,MSI,GT73VR Titan,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,16GB,Nvidia GeForce GTX 1070,Windows 10,4.14,2729.0,Intel,1536,SSD + HDD,1
586,Dell,Inspiron 3567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,AMD Radeon R5 M430,Linux,2.2,749.01,Intel,256,SSD,1
587,Mediacom,SmartBook Edge,Notebook,14.0,Intel Celeron Quad Core N3450 1.1GHz,4GB,Intel HD Graphics 500,Windows 10,1.45,389.0,Intel,32,SSD,1
588,Dell,Latitude 5580,Notebook,15.6,Intel Core i5 7300U 2.6GHz,8GB,Intel HD Graphics 620,Windows 10,1.9,1008.52,Intel,500,HDD,0
589,HP,ProBook 430,Notebook,13.3,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,Windows 10,1.49,719.0,Intel,128,SSD,1
590,Dell,Latitude 5580,Notebook,15.6,Intel Core i7 7600U 2.8GHz,16GB,Nvidia GeForce 930MX,Windows 10,1.93,1537.39,Intel,256,SSD,1
591,Dell,Chromebook 11,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4GB,Intel HD Graphics 400,Chrome OS,1.26,295.0,Intel,16,Flash,0
592,MSI,GT80S 6QE,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,16GB,Nvidia GeForce GTX 980M,Windows 10,4.5,2349.0,Intel,1152,SSD + HDD,1
593,HP,Omen 17-AN010nv,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050,Windows 10,3.78,1498.0,Intel,1280,SSD + HDD,1
594,Lenovo,Thinkpad T460s,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,12GB,Intel HD Graphics 520,Windows 10,1.4,1673.0,Intel,256,SSD,1
595,Lenovo,Ideapad 320-15IKBR,Notebook,15.6,Intel Core i7 8550U 1.8GHz,12GB,Intel HD Graphics 620,Windows 10,2.2,609.0,Intel,1024,HDD,0
596,Asus,ROG Strix,Gaming,17.3,Intel Core i5 7300HQ 2.5GHz,8GB,Nvidia GeForce GTX 1060,Windows 10,2.73,1770.0,Intel,1152,SSD + HDD,1
597,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 520,Windows 10,2.2,739.0,Intel,1024,HDD,0
598,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,12GB,AMD Radeon 530,Windows 10,2.2,949.0,AMD,512,SSD,1
599,Dell,Inspiron 3179,2 in 1 Convertible,11.6,Intel Core M 7Y30 1.0GHz,4GB,Intel HD Graphics 615,Windows 10,1.39,603.0,Intel,128,SSD,1
600,Samsung,Notebook Odyssey,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1050,Windows 10,2.5,1699.0,Intel,1152,SSD + HDD,1
601,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,Intel Core i3 6006U 2GHz,4GB,Intel HD Graphics 520,No OS,2.8,529.0,Intel,500,HDD,0
602,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Intel Core i3 6100U 2.3GHz,8GB,Intel HD Graphics 520,Windows 10,2.29,459.0,Intel,1024,HDD,0
603,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.37,2025.0,Intel,512,SSD,1
604,Lenovo,Thinkpad T470p,Notebook,14.0,Intel Core i5 7300HQ 2.5GHz,8GB,Intel HD Graphics 630,Windows 10,1.7,1474.0,Intel,256,SSD,1
605,Dell,Latitude 5289,2 in 1 Convertible,12.5,Intel Core i5 7200U 2.5GHz,8GB,Intel HD Graphics 620,Windows 10,1.34,1670.0,Intel,256,SSD,1
606,Dell,Precision 3520,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8GB,Nvidia Quadro M620,Windows 10,2.06,1763.0,Intel,256,SSD,1
607,HP,EliteBook 850,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8GB,Intel HD Graphics 620,Windows 10,1.84,1219.0,Intel,256,SSD,1
608,HP,ProBook 450,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4GB,Intel HD Graphics 620,Windows 10,2.1,668.48,Intel,500,HDD,0
609,Acer,Aspire 1,Notebook,14.0,Intel Celeron Quad Core N3450 1.1GHz,4GB,Intel HD Graphics 500,Windows 10,1.6,329.0,Intel,32,Flash,0
610,MSI,Laptop MSI,Gaming,17.3,Intel Core i7 6820HK 2.7GHz,16GB,Nvidia GeForce GTX 970M,Windows 10,4.14,2199.0,Intel,1152,SSD + HDD,1
611,Dell,Vostro 3568,Notebook,15.6,Intel Core i3 6006U 2GHz,4GB,AMD Radeon R5 M420,Linux,2.18,465.0,Intel,1024,HDD,0
612,MSI,GS63VR 7RF,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16GB,Nvidia GeForce GTX 1060,Windows 10,1.8,2299.0,Intel,2304,SSD + HDD,1
